ID	CONCEPT	DOCULECT	VALUE	FORM	TOKENS	GLOTTOLOG	COG	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT
1387	far	PongNuea	toŋ	toŋ	t o ŋ		2-88	1 7 4	AXN	TUN	15	15.T.C 15.U.V 15.N.c	2.0 1.5 0.8	toŋ	1	433	t o ŋ
1388	far	NyaungGone	n tok	n tok	n + t o k		2-88	4 9 1 7 1	A_AXN	N_TUK	13	13.N.C 13._._ 13.T.C 13.U.V 13.K.c	2.0 0.0 2.0 1.5 0.8	n+tok	0	435 433	n + t o k
1389	far	NoeLae	toŋ	toŋ	t o ŋ		2-88	1 7 4	AXN	TUN	12	12.T.C 12.U.V 12.N.c	2.0 1.5 0.8	toŋ	1	433	t o ŋ
1390	far	BanPaw	toŋ	toŋ	t o ŋ		2-88	1 7 4	AXN	TUN	1	1.T.C 1.U.V 1.N.c	2.0 1.5 0.8	toŋ	1	433	t o ŋ
1391	far	ChaYeQing	doŋ	doŋ	d o ŋ		2-88	1 7 4	AXN	TUN	2	2.T.C 2.U.V 2.N.c	2.0 1.5 0.8	doŋ	1	433	d o ŋ
1392	far	GuangKa	doŋ	doŋ	d o ŋ	ruma1248	2-88	1 7 4	AXN	TUN	4	4.T.C 4.U.V 4.N.c	2.0 1.5 0.8	doŋ	1	433	d o ŋ
1393	far	MangBang	doŋ	doŋ	d o ŋ	ruma1248	2-88	1 7 4	AXN	TUN	7	7.T.C 7.U.V 7.N.c	2.0 1.5 0.8	doŋ	1	433	d o ŋ
1394	far	NanSang	doŋ	doŋ	d o ŋ	ruma1248	2-88	1 7 4	AXN	TUN	11	11.T.C 11.U.V 11.N.c	2.0 1.5 0.8	doŋ	1	433	d o ŋ
713	fat	NamHsan	priaŋ	priaŋ	p r i a ŋ		1-46	1 5 7 7 4	ACXYN	PRIAN	10	10.P.C 10.R.C 10.I.V 10.A.V 10.N.c	2.0 1.5 1.5 1.3 0.8	priaŋ	0	451	p r i a ŋ
714	fat	KhunHawt	priaŋ	priaŋ	p r i a ŋ		1-46	1 5 7 7 4	ACXYN	PRIAN	6	6.P.C 6.R.C 6.I.V 6.A.V 6.N.c	2.0 1.5 1.5 1.3 0.8	priaŋ	0	451	p r i a ŋ
715	fat	HtanHsan	priaŋ	priaŋ	p r i a ŋ		1-46	1 5 7 7 4	ACXYN	PRIAN	5	5.P.C 5.R.C 5.I.V 5.A.V 5.N.c	2.0 1.5 1.5 1.3 0.8	priaŋ	0	451	p r i a ŋ
716	fat	PangKham	briaŋ	briaŋ	b r i a ŋ		1-46	1 5 7 7 4	ACXYN	PRIAN	14	14.P.C 14.R.C 14.I.V 14.A.V 14.N.c	2.0 1.5 1.5 1.3 0.8	briaŋ	0	451	b r i a ŋ
717	fat	ManLoi	briaŋ	briaŋ	b r i a ŋ		1-46	1 5 7 7 4	ACXYN	PRIAN	8	8.P.C 8.R.C 8.I.V 8.A.V 8.N.c	2.0 1.5 1.5 1.3 0.8	briaŋ	0	451	b r i a ŋ
718	fat	MengDan	priaŋ	priaŋ	p r i a ŋ	khan1274	1-46	1 5 7 7 4	ACXYN	PRIAN	9	9.P.C 9.R.C 9.I.V 9.A.V 9.N.c	2.0 1.5 1.5 1.3 0.8	priaŋ	0	451	p r i a ŋ
719	fat	ChuDongGua	priaŋ	priaŋ	p r i a ŋ		1-46	1 5 7 7 4	ACXYN	PRIAN	3	3.P.C 3.R.C 3.I.V 3.A.V 3.N.c	2.0 1.5 1.5 1.3 0.8	priaŋ	0	451	p r i a ŋ
720	fat	XiangZhaiTang	briaŋ	briaŋ	b r i a ŋ	ruma1248	1-46	1 5 7 7 4	ACXYN	PRIAN	16	16.P.C 16.R.C 16.I.V 16.A.V 16.N.c	2.0 1.5 1.5 1.3 0.8	briaŋ	0	451	b r i a ŋ
721	fat	PongNuea	briaŋ	briaŋ	b r i a ŋ		1-46	1 5 7 7 4	ACXYN	PRIAN	15	15.P.C 15.R.C 15.I.V 15.A.V 15.N.c	2.0 1.5 1.5 1.3 0.8	briaŋ	0	451	b r i a ŋ
722	fat	NyaungGone	briak	briak	b r i a k		1-46	1 5 7 7 1	ACXYN	PRIAK	13	13.P.C 13.R.C 13.I.V 13.A.V 13.K.c	2.0 1.5 1.5 1.3 0.8	briak	0	451	b r i a k
723	fat	NoeLae	briaŋ	briaŋ	b r i a ŋ		1-46	1 5 7 7 4	ACXYN	PRIAN	12	12.P.C 12.R.C 12.I.V 12.A.V 12.N.c	2.0 1.5 1.5 1.3 0.8	briaŋ	0	451	b r i a ŋ
724	fat	BanPaw	briaŋ	briaŋ	b r i a ŋ		1-46	1 5 7 7 4	ACXYN	PRIAN	1	1.P.C 1.R.C 1.I.V 1.A.V 1.N.c	2.0 1.5 1.5 1.3 0.8	briaŋ	0	451	b r i a ŋ
725	fat	ChaYeQing	bjoŋ	bjoŋ	b j o ŋ		2-46	1 6 7 4	ACXN	PJUN	2	2.P.C 2.J.C 2.U.V 2.N.c	2.0 1.5 1.5 0.8	bjoŋ	0	452	b j o ŋ
726	fat	GuangKa	pjoŋ	pjoŋ	p j o ŋ	ruma1248	2-46	1 6 7 4	ACXN	PJUN	4	4.P.C 4.J.C 4.U.V 4.N.c	2.0 1.5 1.5 0.8	pjoŋ	0	452	p j o ŋ
727	fat	MangBang	pjoŋ	pjoŋ	p j o ŋ	ruma1248	2-46	1 6 7 4	ACXN	PJUN	7	7.P.C 7.J.C 7.U.V 7.N.c	2.0 1.5 1.5 0.8	pjoŋ	0	452	p j o ŋ
728	fat	NanSang	pjoŋ	pjoŋ	p j o ŋ	ruma1248	2-46	1 6 7 4	ACXN	PJUN	11	11.P.C 11.J.C 11.U.V 11.N.c	2.0 1.5 1.5 0.8	pjoŋ	0	452	p j o ŋ
1014	fear	NamHsan	ʥɔː	ʥɔː	dʑ ɔː		1-65	2 7	AX	CU	10	10.C.C 10.U.V	2.0 1.5	dʑɔː	0	470	dʑ ɔː
1015	fear	KhunHawt	jow	jow	j o w		1-65	6 7 6	AXN	JUW	6	6.J.C 6.U.V 6.W.c	2.0 1.5 0.8	jow	0	469	j o w
1016	fear	HtanHsan	ʥoː	ʥoː	dʑ oː		1-65	2 7	AX	CU	5	5.C.C 5.U.V	2.0 1.5	dʑoː	0	470	dʑ oː
1017	fear	PangKham	ʥoː	ʥoː	dʑ oː		1-65	2 7	AX	CU	14	14.C.C 14.U.V	2.0 1.5	dʑoː	0	470	dʑ oː
1018	fear	ManLoi	ʥɔː	ʥɔː	dʑ ɔː		1-65	2 7	AX	CU	8	8.C.C 8.U.V	2.0 1.5	dʑɔː	0	470	dʑ ɔː
1019	fear	MengDan	ʥoː	ʥoː	dʑ oː	khan1274	1-65	2 7	AX	CU	9	9.C.C 9.U.V	2.0 1.5	dʑoː	0	470	dʑ oː
1020	fear	ChuDongGua	joː	joː	j oː		1-65	6 7	AX	JU	3	3.J.C 3.U.V	2.0 1.5	joː	0	468	j oː
1021	fear	PongNuea	jow	jow	j o w		1-65	6 7 6	AXN	JUW	15	15.J.C 15.U.V 15.W.c	2.0 1.5 0.8	jow	0	469	j o w
1022	fear	NyaungGone	kacua	kacua	k a c u a		2-65	1 7 1 7 7	AXBYZ	KACYA	13	13.K.C 13.A.V 13.C.C 13.Y.V 13.A.V	2.0 1.5 1.75 1.3 0.8	kacua	0	471	k a c u a
1023	fear	NoeLae	kacua	kacua	k a c u a		2-65	1 7 1 7 7	AXBYZ	KACYA	12	12.K.C 12.A.V 12.C.C 12.Y.V 12.A.V	2.0 1.5 1.75 1.3 0.8	kacua	0	471	k a c u a
1024	fear	BanPaw	jo	jo	j o		1-65	6 7	AX	JU	1	1.J.C 1.U.V	2.0 1.5	jo	0	468	j o
1025	fear	ChaYeQing	ʥaw	ʥaw	dʑ a w		1-65	2 7 6	AXN	CAW	2	2.C.C 2.A.V 2.W.c	2.0 1.5 0.8	dʑaw	0	469	dʑ a w
1026	fear	GuangKa	jaw	jaw	j a w	ruma1248	1-65	6 7 6	AXN	JAW	4	4.J.C 4.A.V 4.W.c	2.0 1.5 0.8	jaw	0	469	j a w
1027	fear	MangBang	jaw	jaw	j a w	ruma1248	1-65	6 7 6	AXN	JAW	7	7.J.C 7.A.V 7.W.c	2.0 1.5 0.8	jaw	0	469	j a w
1028	fear	NanSang	jaw	jaw	j a w	ruma1248	1-65	6 7 6	AXN	JAW	11	11.J.C 11.A.V 11.W.c	2.0 1.5 0.8	jaw	0	469	j a w
838	fire	NamHsan	ŋar	ŋar	ŋ a r		1-54	4 7 5	AXN	NAR	10	10.N.C 10.A.V 10.R.c	2.0 1.5 0.8	ŋar	0	486	ŋ a r
839	fire	KhunHawt	ŋar	ŋar	ŋ a r		1-54	4 7 5	AXN	NAR	6	6.N.C 6.A.V 6.R.c	2.0 1.5 0.8	ŋar	0	486	ŋ a r
840	fire	HtanHsan	ŋal	ŋal	ŋ a l		1-54	4 7 5	AXN	NAL	5	5.N.C 5.A.V 5.L.c	2.0 1.5 0.8	ŋal	0	486	ŋ a l
841	fire	PangKham	ŋɔː	ŋɔː	ŋ ɔː		2-54	4 7	AX	NU	14	14.N.C 14.U.V	2.0 1.5	ŋɔː	0	484	ŋ ɔː
842	fire	ManLoi	ŋɔː	ŋɔː	ŋ ɔː		2-54	4 7	AX	NU	8	8.N.C 8.U.V	2.0 1.5	ŋɔː	0	484	ŋ ɔː
843	fire	MengDan	ŋal	ŋal	ŋ a l	khan1274	1-54	4 7 5	AXN	NAL	9	9.N.C 9.A.V 9.L.c	2.0 1.5 0.8	ŋal	0	486	ŋ a l
844	fire	ChuDongGua	ŋɔr	ŋɔr	ŋ ɔ r		1-54	4 7 5	AXN	NUR	3	3.N.C 3.U.V 3.R.c	2.0 1.5 0.8	ŋɔr	0	486	ŋ ɔ r
845	fire	XiangZhaiTang	ŋɔː	ŋɔː	ŋ ɔː	ruma1248	2-54	4 7	AX	NU	16	16.N.C 16.U.V	2.0 1.5	ŋɔː	0	484	ŋ ɔː
846	fire	PongNuea	ŋɔː	ŋɔː	ŋ ɔː		2-54	4 7	AX	NU	15	15.N.C 15.U.V	2.0 1.5	ŋɔː	0	484	ŋ ɔː
847	fire	NyaungGone	ŋɔ	ŋɔ	ŋ ɔ		2-54	4 7	AX	NU	13	13.N.C 13.U.V	2.0 1.5	ŋɔ	0	484	ŋ ɔ
848	fire	NoeLae	ŋɔ	ŋɔ	ŋ ɔ		2-54	4 7	AX	NU	12	12.N.C 12.U.V	2.0 1.5	ŋɔ	0	484	ŋ ɔ
849	fire	BanPaw	ŋɔ	ŋɔ	ŋ ɔ		2-54	4 7	AX	NU	1	1.N.C 1.U.V	2.0 1.5	ŋɔ	0	484	ŋ ɔ
850	fire	ChaYeQing	ŋaj	ŋaj	ŋ a j		1-54	4 7 6	AXN	NAJ	2	2.N.C 2.A.V 2.J.c	2.0 1.5 0.8	ŋaj	0	485	ŋ a j
851	fire	GuangKa	ŋaj	ŋaj	ŋ a j	ruma1248	1-54	4 7 6	AXN	NAJ	4	4.N.C 4.A.V 4.J.c	2.0 1.5 0.8	ŋaj	0	485	ŋ a j
852	fire	MangBang	ŋaj	ŋaj	ŋ a j	ruma1248	1-54	4 7 6	AXN	NAJ	7	7.N.C 7.A.V 7.J.c	2.0 1.5 0.8	ŋaj	0	485	ŋ a j
853	fire	NanSang	ŋaiɁ	ŋaiɁ	ŋ a i ʔ	ruma1248	1-54	4 7 7 1	AXYN	NAIH	11	11.N.C 11.A.V 11.I.V 11.H.c	2.0 1.5 1.3 0.8	ŋaiʔ	0	487	ŋ a i ʔ
417	fish	NamHsan	kaː	kaː	k aː		1-27	1 7	AX	KA	10	10.K.C 10.A.V	2.0 1.5	kaː	0	502	k aː
418	fish	KhunHawt	kaː	kaː	k aː		1-27	1 7	AX	KA	6	6.K.C 6.A.V	2.0 1.5	kaː	0	502	k aː
419	fish	HtanHsan	kaː	kaː	k aː		1-27	1 7	AX	KA	5	5.K.C 5.A.V	2.0 1.5	kaː	0	502	k aː
420	fish	PangKham	ɡaː	ɡaː	g aː		1-27	1 7	AX	KA	14	14.K.C 14.A.V	2.0 1.5	gaː	0	502	g aː
421	fish	ManLoi	ɡɛː	ɡɛː	g ɛː		1-27	1 7	AX	KE	8	8.K.C 8.E.V	2.0 1.5	gɛː	0	502	g ɛː
422	fish	MengDan	kɛː	kɛː	k ɛː	khan1274	1-27	1 7	AX	KE	9	9.K.C 9.E.V	2.0 1.5	kɛː	0	502	k ɛː
423	fish	ChuDongGua	kaː	kaː	k aː		1-27	1 7	AX	KA	3	3.K.C 3.A.V	2.0 1.5	kaː	0	502	k aː
424	fish	XiangZhaiTang	ɡaː	ɡaː	g aː	ruma1248	1-27	1 7	AX	KA	16	16.K.C 16.A.V	2.0 1.5	gaː	0	502	g aː
425	fish	PongNuea	maɡɛa	maɡɛa	m a g ɛ a		1-27	4 7 1 7 7	AXBYZ	MAKEA	15	15.M.C 15.A.V 15.K.C 15.E.V 15.A.V	2.0 1.5 1.75 1.3 0.8	magɛa	0	501	m a g ɛ a
426	fish	NyaungGone	maɡa	maɡa	m a g a		1-27	4 7 1 7	AXBZ	MAKA	13	13.M.C 13.A.V 13.K.C 13.A.V	2.0 1.5 1.75 0.8	maga	0	501	m a g - a
427	fish	NoeLae	maɡa	maɡa	m a g a		1-27	4 7 1 7	AXBZ	MAKA	12	12.M.C 12.A.V 12.K.C 12.A.V	2.0 1.5 1.75 0.8	maga	0	501	m a g - a
428	fish	BanPaw	maɡa	maɡa	m a g a		1-27	4 7 1 7	AXBZ	MAKA	1	1.M.C 1.A.V 1.K.C 1.A.V	2.0 1.5 1.75 0.8	maga	0	501	m a g - a
429	fish	ChaYeQing	kaː	kaː	k aː		1-27	1 7	AX	KA	2	2.K.C 2.A.V	2.0 1.5	kaː	0	502	k aː
430	fish	GuangKa	kaː	kaː	k aː	ruma1248	1-27	1 7	AX	KA	4	4.K.C 4.A.V	2.0 1.5	kaː	0	502	k aː
431	fish	MangBang	kaː	kaː	k aː	ruma1248	1-27	1 7	AX	KA	7	7.K.C 7.A.V	2.0 1.5	kaː	0	502	k aː
432	fish	NanSang	kaː	kaː	k aː	ruma1248	1-27	1 7	AX	KA	11	11.K.C 11.A.V	2.0 1.5	kaː	0	502	k aː
241	flower	NamHsan	ɓoh	ɓoh	ɓ o h		1-16	1 7 3	AXN	PUH	10	10.P.C 10.U.V 10.H.c	2.0 1.5 0.8	ɓoh	0	518	ɓ o - h
242	flower	KhunHawt	ɓoh	ɓoh	ɓ o h		1-16	1 7 3	AXN	PUH	6	6.P.C 6.U.V 6.H.c	2.0 1.5 0.8	ɓoh	0	518	ɓ o - h
243	flower	HtanHsan	ɓoh	ɓoh	ɓ o h		1-16	1 7 3	AXN	PUH	5	5.P.C 5.U.V 5.H.c	2.0 1.5 0.8	ɓoh	0	518	ɓ o - h
244	flower	PangKham	boh	boh	b o h		1-16	1 7 3	AXN	PUH	14	14.P.C 14.U.V 14.H.c	2.0 1.5 0.8	boh	0	518	b o - h
245	flower	ManLoi	ɓoh	ɓoh	ɓ o h		1-16	1 7 3	AXN	PUH	8	8.P.C 8.U.V 8.H.c	2.0 1.5 0.8	ɓoh	0	518	ɓ o - h
246	flower	MengDan	ɓoh	ɓoh	ɓ o h	khan1274	1-16	1 7 3	AXN	PUH	9	9.P.C 9.U.V 9.H.c	2.0 1.5 0.8	ɓoh	0	518	ɓ o - h
247	flower	ChuDongGua	ɓoh	ɓoh	ɓ o h		1-16	1 7 3	AXN	PUH	3	3.P.C 3.U.V 3.H.c	2.0 1.5 0.8	ɓoh	0	518	ɓ o - h
248	flower	XiangZhaiTang	boh	boh	b o h	ruma1248	1-16	1 7 3	AXN	PUH	16	16.P.C 16.U.V 16.H.c	2.0 1.5 0.8	boh	0	518	b o - h
249	flower	PongNuea	bouh	bouh	b o u h		1-16	1 7 7 3	AXYN	PUYH	15	15.P.C 15.U.V 15.Y.V 15.H.c	2.0 1.5 1.3 0.8	bouh	0	518	b o u h
250	flower	NyaungGone	bouh	bouh	b o u h		1-16	1 7 7 3	AXYN	PUYH	13	13.P.C 13.U.V 13.Y.V 13.H.c	2.0 1.5 1.3 0.8	bouh	0	518	b o u h
251	flower	NoeLae	bouh	bouh	b o u h		1-16	1 7 7 3	AXYN	PUYH	12	12.P.C 12.U.V 12.Y.V 12.H.c	2.0 1.5 1.3 0.8	bouh	0	518	b o u h
252	flower	BanPaw	bouh	bouh	b o u h		1-16	1 7 7 3	AXYN	PUYH	1	1.P.C 1.U.V 1.Y.V 1.H.c	2.0 1.5 1.3 0.8	bouh	0	518	b o u h
253	flower	ChaYeQing	box	box	b o x		1-16	1 7 3	AXN	PUG	2	2.P.C 2.U.V 2.G.c	2.0 1.5 0.8	box	0	519	b o x
254	flower	GuangKa	poh	poh	p o h	ruma1248	1-16	1 7 3	AXN	PUH	4	4.P.C 4.U.V 4.H.c	2.0 1.5 0.8	poh	0	518	p o - h
255	flower	MangBang	poh	poh	p o h	ruma1248	1-16	1 7 3	AXN	PUH	7	7.P.C 7.U.V 7.H.c	2.0 1.5 0.8	poh	0	518	p o - h
256	flower	NanSang	poh	poh	p o h	ruma1248	1-16	1 7 3	AXN	PUH	11	11.P.C 11.U.V 11.H.c	2.0 1.5 0.8	poh	0	518	p o - h
385	fly	NamHsan	pәr	pәr	p ə r		1-25	1 7 5	AXN	PER	10	10.P.C 10.E.V 10.R.c	2.0 1.5 0.8	pər	0	538	p ə r
386	fly	KhunHawt	bәr	bәr	b ə r		1-25	1 7 5	AXN	PER	6	6.P.C 6.E.V 6.R.c	2.0 1.5 0.8	bər	0	538	b ə r
387	fly	HtanHsan	ɓәr	ɓәr	ɓ ə r		1-25	1 7 5	AXN	PER	5	5.P.C 5.E.V 5.R.c	2.0 1.5 0.8	ɓər	0	538	ɓ ə r
388	fly	PangKham	min	min	m i n		2-25	4 7 4	AXN	MIN	14	14.M.C 14.I.V 14.N.c	2.0 1.5 0.8	min	0	539	m i n
389	fly	ManLoi	bәr	bәr	b ə r		1-25	1 7 5	AXN	PER	8	8.P.C 8.E.V 8.R.c	2.0 1.5 0.8	bər	0	538	b ə r
390	fly	MengDan	phruː	phruː	pʰ r uː	khan1274	3-25	1 5 7	ACX	PRY	9	9.P.C 9.R.C 9.Y.V	2.0 1.5 1.5	pʰruː	0	537	pʰ r uː -
391	fly	ChuDongGua	phruː	phruː	pʰ r uː		3-25	1 5 7	ACX	PRY	3	3.P.C 3.R.C 3.Y.V	2.0 1.5 1.5	pʰruː	0	537	pʰ r uː -
392	fly	XiangZhaiTang	bən	bən	b ə n	ruma1248	1-25	1 7 4	AXN	PEN	16	16.P.C 16.E.V 16.N.c	2.0 1.5 0.8	bən	0	535	b ə n
393	fly	PongNuea	bən	bən	b ə n		1-25	1 7 4	AXN	PEN	15	15.P.C 15.E.V 15.N.c	2.0 1.5 0.8	bən	0	535	b ə n
394	fly	NyaungGone	bə̆n	bə̆n	b ə̆ n		1-25	1 7 4	AXN	PEN	13	13.P.C 13.E.V 13.N.c	2.0 1.5 0.8	bə̆n	0	535	b ə̆ n
395	fly	NoeLae	bə̆n	bə̆n	b ə̆ n		1-25	1 7 4	AXN	PEN	12	12.P.C 12.E.V 12.N.c	2.0 1.5 0.8	bə̆n	0	535	b ə̆ n
396	fly	BanPaw	bə̆n	bə̆n	b ə̆ n		1-25	1 7 4	AXN	PEN	1	1.P.C 1.E.V 1.N.c	2.0 1.5 0.8	bə̆n	0	535	b ə̆ n
397	fly	ChaYeQing	ɓaj	ɓaj	ɓ a j		1-25	1 7 6	AXN	PAJ	2	2.P.C 2.A.V 2.J.c	2.0 1.5 0.8	ɓaj	0	536	ɓ a j
398	fly	GuangKa	pɨːh	pɨːh	p ɨː h	ruma1248	4-25	1 7 3	AXN	PIH	4	4.P.C 4.I.V 4.H.c	2.0 1.5 0.8	pɨːh	0	537	p - ɨː h
399	fly	MangBang	pɨː	pɨː	p ɨː	ruma1248	4-25	1 7	AX	PI	7	7.P.C 7.I.V	2.0 1.5	pɨː	0	537	p - ɨː -
400	fly	NanSang	pɨː	pɨː	p ɨː	ruma1248	4-25	1 7	AX	PI	11	11.P.C 11.I.V	2.0 1.5	pɨː	0	537	p - ɨː -
681	foot	NamHsan	ʥәŋ	ʥәŋ	dʑ ə ŋ		1-44	2 7 4	AXN	CEN	10	10.C.C 10.E.V 10.N.c	2.0 1.5 0.8	dʑəŋ	0	552	dʑ ə ŋ
682	foot	KhunHawt	ʥәːŋ	ʥәːŋ	dʑ əː ŋ		1-44	2 7 4	AXN	CEN	6	6.C.C 6.E.V 6.N.c	2.0 1.5 0.8	dʑəːŋ	0	552	dʑ əː ŋ
683	foot	HtanHsan	ʥәːŋ	ʥәːŋ	dʑ əː ŋ		1-44	2 7 4	AXN	CEN	5	5.C.C 5.E.V 5.N.c	2.0 1.5 0.8	dʑəːŋ	0	552	dʑ əː ŋ
684	foot	PangKham	ʨeŋ	ʨeŋ	tɕ e ŋ		1-44	2 7 4	AXN	CEN	14	14.C.C 14.E.V 14.N.c	2.0 1.5 0.8	tɕeŋ	0	552	tɕ e ŋ
685	foot	ManLoi	ʨeːŋ	ʨeːŋ	tɕ eː ŋ		1-44	2 7 4	AXN	CEN	8	8.C.C 8.E.V 8.N.c	2.0 1.5 0.8	tɕeːŋ	0	552	tɕ eː ŋ
686	foot	MengDan	ʨəŋ	ʨəŋ	tɕ ə ŋ	khan1274	1-44	2 7 4	AXN	CEN	9	9.C.C 9.E.V 9.N.c	2.0 1.5 0.8	tɕəŋ	0	552	tɕ ə ŋ
687	foot	ChuDongGua	ʥəŋ	ʥəŋ	dʑ ə ŋ		1-44	2 7 4	AXN	CEN	3	3.C.C 3.E.V 3.N.c	2.0 1.5 0.8	dʑəŋ	0	552	dʑ ə ŋ
688	foot	XiangZhaiTang	ʨeːn	ʨeːn	tɕ eː n	ruma1248	1-44	2 7 4	AXN	CEN	16	16.C.C 16.E.V 16.N.c	2.0 1.5 0.8	tɕeːn	0	552	tɕ eː n
689	foot	PongNuea	ceɲ	ceɲ	c e ɲ		1-44	1 7 4	AXN	CEN	15	15.C.C 15.E.V 15.N.c	2.0 1.5 0.8	ceɲ	0	552	c e ɲ
690	foot	NyaungGone	plɔ	plɔ	p l ɔ		2-44	1 5 7	ACX	PLU	13	13.P.C 13.L.C 13.U.V	2.0 1.5 1.5	plɔ	0	553	p l ɔ
691	foot	NoeLae	ceɲ	ceɲ	c e ɲ		1-44	1 7 4	AXN	CEN	12	12.C.C 12.E.V 12.N.c	2.0 1.5 0.8	ceɲ	0	552	c e ɲ
692	foot	BanPaw	ceɲ	ceɲ	c e ɲ		1-44	1 7 4	AXN	CEN	1	1.C.C 1.E.V 1.N.c	2.0 1.5 0.8	ceɲ	0	552	c e ɲ
693	foot	ChaYeQing	ʥɔːn	ʥɔːn	dʑ ɔː n		1-44	2 7 4	AXN	CUN	2	2.C.C 2.U.V 2.N.c	2.0 1.5 0.8	dʑɔːn	0	552	dʑ ɔː n
694	foot	GuangKa	ʥɔːn	ʥɔːn	dʑ ɔː n	ruma1248	1-44	2 7 4	AXN	CUN	4	4.C.C 4.U.V 4.N.c	2.0 1.5 0.8	dʑɔːn	0	552	dʑ ɔː n
695	foot	MangBang	ʥɔːn	ʥɔːn	dʑ ɔː n	ruma1248	1-44	2 7 4	AXN	CUN	7	7.C.C 7.U.V 7.N.c	2.0 1.5 0.8	dʑɔːn	0	552	dʑ ɔː n
696	foot	NanSang	ʥɔːn	ʥɔːn	dʑ ɔː n	ruma1248	1-44	2 7 4	AXN	CUN	11	11.C.C 11.U.V 11.N.c	2.0 1.5 0.8	dʑɔːn	0	552	dʑ ɔː n
1286	four	NamHsan	phon	phon	pʰ o n		1-82	1 7 4	AXN	PUN	10	10.P.C 10.U.V 10.N.c	2.0 1.5 0.8	pʰon	0	571	pʰ o n
1287	four	KhunHawt	phon	phon	pʰ o n		1-82	1 7 4	AXN	PUN	6	6.P.C 6.U.V 6.N.c	2.0 1.5 0.8	pʰon	0	571	pʰ o n
1288	four	HtanHsan	phoːn	phoːn	pʰ oː n		1-82	1 7 4	AXN	PUN	5	5.P.C 5.U.V 5.N.c	2.0 1.5 0.8	pʰoːn	0	571	pʰ oː n
1289	four	PangKham	phuan	phuan	pʰ u a n		1-82	1 7 7 4	AXYN	PYAN	14	14.P.C 14.Y.V 14.A.V 14.N.c	2.0 1.5 1.3 0.8	pʰuan	0	569	- pʰ u a n
1290	four	ManLoi	phɔːn	phɔːn	pʰ ɔː n		1-82	1 7 4	AXN	PUN	8	8.P.C 8.U.V 8.N.c	2.0 1.5 0.8	pʰɔːn	0	571	pʰ ɔː n
1291	four	MengDan	phon	phon	pʰ o n	khan1274	1-82	1 7 4	AXN	PUN	9	9.P.C 9.U.V 9.N.c	2.0 1.5 0.8	pʰon	0	571	pʰ o n
1292	four	ChuDongGua	phɔn	phɔn	pʰ ɔ n		1-82	1 7 4	AXN	PUN	3	3.P.C 3.U.V 3.N.c	2.0 1.5 0.8	pʰɔn	0	571	pʰ ɔ n
1293	four	XiangZhaiTang	mphuan	mphuan	m pʰ u a n	ruma1248	1-82	4 1 7 7 4	ACYYN	MPYAN	16	16.M.C 16.P.C 16.Y.V 16.A.V 16.N.c	2.0 1.5 1.3 1.3 0.8	mpʰuan	0	569	m pʰ u a n
1294	four	PongNuea	mphaun	mphaun	m pʰ a u n		1-82	4 1 7 7 4	ACYYN	MPAYN	15	15.M.C 15.P.C 15.A.V 15.Y.V 15.N.c	2.0 1.5 1.3 1.3 0.8	mpʰaun	0	573	m pʰ a u n
1295	four	NyaungGone	m phuan	m phuan	m + pʰ u a n		1-82	4 9 1 7 7 4	A_AXYN	M_PYAN	13	13.M.C 13._._ 13.P.C 13.Y.V 13.A.V 13.N.c	2.0 0.0 2.0 1.5 1.3 0.8	m+pʰuan	0	572 569	m + - pʰ u a n
1296	four	NoeLae	m phuan	m phuan	m + pʰ u a n		1-82	4 9 1 7 7 4	A_AXYN	M_PYAN	12	12.M.C 12._._ 12.P.C 12.Y.V 12.A.V 12.N.c	2.0 0.0 2.0 1.5 1.3 0.8	m+pʰuan	0	572 569	m + - pʰ u a n
1297	four	BanPaw	phuan	phuan	pʰ u a n		1-82	1 7 7 4	AXYN	PYAN	1	1.P.C 1.Y.V 1.A.V 1.N.c	2.0 1.5 1.3 0.8	pʰuan	0	569	- pʰ u a n
1298	four	ChaYeQing	phoːm	phoːm	pʰ oː m		1-82	1 7 4	AXN	PUM	2	2.P.C 2.U.V 2.M.c	2.0 1.5 0.8	pʰoːm	0	570	pʰ oː m
1299	four	GuangKa	phoːn	phoːn	pʰ oː n	ruma1248	1-82	1 7 4	AXN	PUN	4	4.P.C 4.U.V 4.N.c	2.0 1.5 0.8	pʰoːn	0	571	pʰ oː n
1300	four	MangBang	phoːm	phoːm	pʰ oː m	ruma1248	1-82	1 7 4	AXN	PUM	7	7.P.C 7.U.V 7.M.c	2.0 1.5 0.8	pʰoːm	0	570	pʰ oː m
1301	four	NanSang	phon	phon	pʰ o n	ruma1248	1-82	1 7 4	AXN	PUN	11	11.P.C 11.U.V 11.N.c	2.0 1.5 0.8	pʰon	0	571	pʰ o n
257	fruit	NamHsan	ɓleː	ɓleː	ɓ l eː		1-17	1 5 7	ACX	PLE	10	10.P.C 10.L.C 10.E.V	2.0 1.5 1.5	ɓleː	0	588	ɓ l eː -
258	fruit	KhunHawt	plej	plej	p l e j		2-17	1 5 7 6	ACXN	PLEJ	6	6.P.C 6.L.C 6.E.V 6.J.c	2.0 1.5 1.5 0.8	plej	0	588	p l e j
